Address,latitude,longtitude,bedrooms,Baths,Space,Price,Description,School Index,Hos Index,Market Index,Crime Index,County
79 Vannoy St SE,33.751375,-84.34671,3,2,"1,336","$364,900 ","3 bed, 2 bath townhouse in 79 Vannoy St SE",11.73492274,8.006398255,7.649777771,3.406196317,Dekalb
2206 Fellowship Rd,33.849011,-84.218429,3,2,"1,274","$154,900 ","3 bed, 2 bath townhouse in 2206 Fellowship Rd",15.82468426,17.05468282,16.04252913,0.815498132,Dekalb
5437 Hearn Rd,33.63808,-84.200523,5,3.5,"3,391","$179,900 ","5 bed, 3.5 bath townhouse in 5437 Hearn Rd",23.22756215,26.43314944,21.99008332,0.716378684,Dekalb
1645 Adelia Pl NE,33.811675,-84.322307,7,4.5,"4,410","$699,831 ","7 bed, 4.5 bath townhouse in 1645 Adelia Pl NE",13.47199245,6.260655406,8.314332481,1.814199623,Dekalb
1976 E Starmount Way,33.733518,-84.303156,3,2,"1,388","$163,900 ","3 bed, 2 bath townhouse in 1976 E Starmount Way",12.40896365,11.82552913,10.09453837,1.69308803,Dekalb
8430 Valemont Dr,33.986721,-84.35601,5,4.5,"5,107","$599,000 ","5 bed, 4.5 bath townhouse in 8430 Valemont Dr",19.65707905,16.75851945,17.68925791,0.83995463,Dekalb
1126 Ridge Ave,33.812168,-84.174995,2,2,"1,392","$147,900 ","2 bed, 2 bath townhouse in 1126 Ridge Ave",16.93039074,21.73847548,20.52899518,0.698051677,Dekalb
2427 Newgate Dr,33.727332,-84.216688,3,2,"1,242","$80,000 ","3 bed, 2 bath townhouse in 2427 Newgate Dr",16.06944905,19.86447106,15.08953713,0.862081253,Dekalb
5713 Pahaska Ct,33.598499,-84.269126,5,4,"2,984","$219,990 ","5 bed, 4 bath townhouse in 5713 Pahaska Ct",21.90873306,24.53382205,20.25762834,0.858254473,Dekalb
5719 Pahaska Ct,33.598342,-84.268974,5,3,"2,775","$208,990 ","5 bed, 3 bath townhouse in 5719 Pahaska Ct",21.92957306,24.55460423,20.27777637,0.857346178,Dekalb
5725 Pahaska Ct,33.598186,-84.268821,5,4,"2,984","$223,490 ","5 bed, 4 bath townhouse in 5725 Pahaska Ct",21.95049865,24.57537141,20.29791391,0.856439203,Dekalb
1972 Wesley Chapel Rd,33.732363,-84.213414,&nbsp;,&nbsp;,"1,628","$130,000 ","NA bed, NA bath townhouse in 1972 Wesley Chapel Rd",16.39963499,19.93989935,15.49542728,0.849756174,Dekalb
4691 Pine Cir,33.626251,-84.306664,3,1,"1,025","$69,900 ","3 bed, 1 bath townhouse in 4691 Pine Cir",18.48842869,20.36754223,16.17796709,1.111238323,Dekalb
5064 W View Dr,33.813792,-84.181514,2,1,"1,424","$79,900 ","2 bed, 1 bath townhouse in 5064 W View Dr",17.02058405,21.04427495,19.83233918,0.717043058,Dekalb
4189 Ward Lake Trl,33.649375,-84.276629,3,2,"1,460","$130,500 ","3 bed, 2 bath townhouse in 4189 Ward Lake Trl",18.1413654,20.25002477,16.23087187,1.040734358,Dekalb
2433 Drew Valley Rd NE,33.855517,-84.327103,4,4,"3,195","$899,000 ","4 bed, 4 bath townhouse in 2433 Drew Valley Rd NE",14.68129036,9.268638547,8.736924918,1.554616762,Dekalb
2145 Barbara Ln,33.726961,-84.261059,3,1,983,"$75,900 ","3 bed, 1 bath townhouse in 2145 Barbara Ln",12.83392203,15.5975921,10.72712688,1.132929982,Dekalb
887 Brandy Oaks Ln,33.769295,-84.186078,1,1.5,"1,230","$45,000 ","1 bed, 1.5 bath townhouse in 887 Brandy Oaks Ln",17.14988892,21.36415778,18.91766588,0.746675573,Dekalb
3583 N Druid Hills Rd,33.810927,-84.286602,3,2,"1,140","$249,900 ","3 bed, 2 bath townhouse in 3583 N Druid Hills Rd",13.45802772,9.037245934,10.00329439,1.322922834,Dekalb
3636 Marlborough Dr,33.825731,-84.240038,5,2,"1,890","$209,500 ","5 bed, 2 bath townhouse in 3636 Marlborough Dr",15.42898971,12.15868236,13.81830778,0.945081466,Dekalb
5833 Hillside Dr,33.923878,-84.234025,4,2.5,"2,159","$214,900 ","4 bed, 2.5 bath townhouse in 5833 Hillside Dr",18.71505465,18.37292469,15.35226662,0.747630915,Dekalb
3935 Woburn Dr,33.840728,-84.227447,4,2.5,"2,070","$199,500 ","4 bed, 2.5 bath townhouse in 3935 Woburn Dr",15.25650921,15.5523863,15.02987043,0.863303865,Dekalb
1951 Meadow Ln,33.733749,-84.271236,3,2,"1,055","$80,000 ","3 bed, 2 bath townhouse in 1951 Meadow Ln",13.49283976,14.15698506,10.68812936,1.235216553,Dekalb
4909 Bayside Ct,33.764839,-84.187821,3,2,"1,490","$93,500 ","3 bed, 2 bath townhouse in 4909 Bayside Ct",17.22027926,21.31168454,18.66035752,0.753117453,Dekalb
8975 Ridgemont Dr,33.998495,-84.379416,5,5,"5,701","$500,000 ","5 bed, 5 bath townhouse in 8975 Ridgemont Dr",20.3507038,18.17053917,19.43399431,0.816019981,Dekalb
1523 Beechcliff Dr NE,33.813671,-84.326988,3,2,"1,896","$399,900 ","3 bed, 2 bath townhouse in 1523 Beechcliff Dr NE",13.38421857,6.334143064,7.706799613,1.889320421,Dekalb
6384 Stonebridge Creek Ln,33.721765,-84.127583,3,2,"1,218","$101,500 ","3 bed, 2 bath townhouse in 6384 Stonebridge Creek Ln",22.35047567,28.51588693,26.26854298,0.58489574,Dekalb
3521 Woods Dr,33.723363,-84.245682,5,3,"3,264","$179,900 ","5 bed, 3 bath townhouse in 3521 Woods Dr",14.48865335,17.27429803,11.49651589,1.016905147,Dekalb
3852 Allsborough Dr,33.869541,-84.231285,4,2.5,"2,444","$339,900 ","4 bed, 2.5 bath townhouse in 3852 Allsborough Dr",15.93334108,16.47121627,14.37826684,0.834970563,Dekalb
5744 Albans Way,33.748649,-84.153741,4,2.5,"2,203","$155,000 ","4 bed, 2.5 bath townhouse in 5744 Albans Way",19.5289007,25.19561874,22.72355165,0.649741238,Dekalb
3813 Teton Pass,33.602821,-84.265151,4,3.5,"2,024","$185,000 ","4 bed, 3.5 bath townhouse in 3813 Teton Pass",22.01958963,24.44090865,20.16827666,0.856325837,Dekalb
7295 Chattahoochee Bluff Dr,33.973706,-84.272754,5,3,"2,085","$649,999 ","5 bed, 3 bath townhouse in 7295 Chattahoochee Bluff Dr",19.745895,17.94013865,15.50535418,0.737656754,Dekalb
4430 Tilly Mill Rd,33.924343,-84.282822,3,3,"1,953","$139,900 ","3 bed, 3 bath townhouse in 4430 Tilly Mill Rd",16.30203074,13.19430274,11.39729918,0.89742657,Dekalb
5606 Chamblee Dunwoody Rd,33.951993,-84.337226,5,3.5,"2,110","$529,000 ","5 bed, 3.5 bath townhouse in 5606 Chamblee Dunwoody Rd",17.32490464,13.19666615,13.71753228,0.951292159,Dekalb
930 Wendover Dr NE,33.856082,-84.357084,6,5.5,"6,314","$1,695,000 ","6 bed, 5.5 bath townhouse in 930 Wendover Dr NE",15.66383702,9.425108977,9.142410134,2.244868828,Dekalb
6982 Pole Creek Ct,33.725864,-84.123976,3,2,"1,684","$109,900 ","3 bed, 2 bath townhouse in 6982 Pole Creek Ct",22.44885939,28.68129264,26.60830416,0.578202309,Dekalb
6531 Battery Pt,33.767014,-84.121347,3,2,"1,640","$87,300 ","3 bed, 2 bath townhouse in 6531 Battery Pt",19.58657504,27.58080882,26.44279195,0.575494252,Dekalb
394 Shelton Woods Ct,33.785481,-84.182906,4,2.5,"2,191","$119,900 ","4 bed, 2.5 bath townhouse in 394 Shelton Woods Ct",17.44548264,21.3005671,19.43565805,0.732879986,Dekalb
840 Gardenia Ln,33.802425,-84.282608,3,1.5,"1,180","$230,000 ","3 bed, 1.5 bath townhouse in 840 Gardenia Ln",13.41799534,8.373611623,9.145208702,1.306426514,Dekalb
273 Ohm Ave,33.782698,-84.261228,3,2.5,"2,168","$379,900 ","3 bed, 2.5 bath townhouse in 273 Ohm Ave",13.54789805,11.89012333,10.49633163,1.142948695,Dekalb
1658 Old Spring House Ln,33.923779,-84.320503,3,2,"1,569","$295,000 ","3 bed, 2 bath townhouse in 1658 Old Spring House Ln",16.31130555,9.638678534,9.688561553,1.037073963,Dekalb
5937 Duren Meadows Dr,33.740692,-84.146622,4,2.5,"2,653","$159,900 ","4 bed, 2.5 bath townhouse in 5937 Duren Meadows Dr",19.89922708,26.12100196,23.67378039,0.630992198,Dekalb
2385 Cove Rd,33.717439,-84.135294,2,2,"1,296","$54,800 ","2 bed, 2 bath townhouse in 2385 Cove Rd",22.0901989,27.99614184,25.45571677,0.600457805,Dekalb
2356 Colonial Dr NE,33.853946,-84.343231,4,4.5,"3,000","$789,000 ","4 bed, 4.5 bath townhouse in 2356 Colonial Dr NE",14.92522967,9.219935377,8.464468937,1.840120624,Dekalb
3298 Osborne Rd NE,33.886251,-84.343848,6,5,"4,088","$778,000 ","6 bed, 5 bath townhouse in 3298 Osborne Rd NE",16.38827957,9.345947345,10.16652861,1.434581749,Dekalb
4136 Adrian St,33.853344,-84.219269,2,1,"2,791","$375,000 ","2 bed, 1 bath townhouse in 4136 Adrian St",15.59584417,17.0983686,15.9485575,0.813097346,Dekalb
3892 Nielsen Ct,33.809812,-84.230106,3,2,"1,454","$135,000 ","3 bed, 2 bath townhouse in 3892 Nielsen Ct",14.73285069,14.9314666,14.72134565,0.913172965,Dekalb
3603 Victoria Dr,33.790092,-84.245953,4,2,"2,025","$135,000 ","4 bed, 2 bath townhouse in 3603 Victoria Dr",14.21655298,13.63417786,12.79148718,1.02361712,Dekalb
1792 Canberra Dr,33.740832,-84.191628,3,2,"1,981","$145,000 ","3 bed, 2 bath townhouse in 1792 Canberra Dr",17.36804937,21.76437044,17.21236729,0.764802694,Dekalb
5010 Post Road Ct,33.771321,-84.184607,4,3,"2,450","$119,500 ","4 bed, 3 bath townhouse in 5010 Post Road Ct",17.09151116,21.46258079,19.10766713,0.741398921,Dekalb
2887 Ponderosa Cir,33.829163,-84.270988,4,2.5,"1,873","$345,000 ","4 bed, 2.5 bath townhouse in 2887 Ponderosa Cir",13.97972552,11.10438639,11.38030969,1.133054314,Dekalb
5055 Martins Crossing Rd,33.773007,-84.183395,3,2,"1,288","$65,000 ","3 bed, 2 bath townhouse in 5055 Martins Crossing Rd",17.04749087,21.54465354,19.26287829,0.737075689,Dekalb
125 Habersham Waters Ct,33.978244,-84.299647,4,4,"3,551","$619,900 ","4 bed, 4 bath townhouse in 125 Habersham Waters Ct",19.25940624,16.65541445,15.43677536,0.779664448,Dekalb
4421 Klondike Rd,33.651886,-84.125375,3,1,"1,200","$49,490 ","3 bed, 1 bath townhouse in 4421 Klondike Rd",16.35155611,31.81644478,28.79709629,0.556181872,Dekalb
1630 Wellborn Rd,33.742974,-84.140601,2,1,"1,068","$130,000 ","2 bed, 1 bath townhouse in 1630 Wellborn Rd",19.46033204,26.59733329,24.37933898,0.616860737,Dekalb
900 Carter Dr NE,33.876249,-84.357586,5,4.5,400,"$995,900 ","5 bed, 4.5 bath townhouse in 900 Carter Dr NE",16.34357981,9.617936144,10.00115599,1.713411224,Dekalb
4244 Maplewood Dr,33.730255,-84.215774,4,2,"2,541","$129,900 ","4 bed, 2 bath townhouse in 4244 Maplewood Dr",16.21250265,19.80743485,15.21876182,0.859437601,Dekalb
4112 N Shallowford Rd,33.91258,-84.300128,3,2,"1,388","$275,000 ","3 bed, 2 bath townhouse in 4112 N Shallowford Rd",14.60226119,9.797496936,9.755407106,1.006159362,Dekalb
2372 Winshire Dr,33.718543,-84.209602,4,2.5,"2,088","$120,000 ","4 bed, 2.5 bath townhouse in 2372 Winshire Dr",17.08254133,21.00368241,15.87767024,0.825808978,Dekalb
237 Mistybrook Cir,33.782024,-84.095839,5,3,"2,822","$209,000 ","5 bed, 3 bath townhouse in 237 Mistybrook Cir",23.13653349,29.20523021,29.28577245,0.527112771,Dekalb
4125 Rue Saint Michel,33.776975,-84.220321,5,3.5,"3,030","$318,000 ","5 bed, 3.5 bath townhouse in 4125 Rue Saint Michel",15.10993919,17.30599223,15.22208656,0.885974889,Dekalb
1971 Dellfield Ct,33.961318,-84.306579,4,2.5,"2,700","$459,900 ","4 bed, 2.5 bath townhouse in 1971 Dellfield Ct",17.90834915,14.52371521,12.52848309,0.84509602,Dekalb
883 Shore Dr,33.774791,-84.096299,3,2.5,"1,694","$90,000 ","3 bed, 2.5 bath townhouse in 883 Shore Dr",23.25173536,29.38849298,29.25352478,0.528432354,Dekalb
2619 Midway Rd,33.757482,-84.28225,4,3,"2,657","$599,900 ","4 bed, 3 bath townhouse in 2619 Midway Rd",12.74926914,10.89349255,10.29230319,1.383764253,Dekalb
3772 Riverside Cswy,33.670979,-84.255851,3,2,"1,168","$54,000 ","3 bed, 2 bath townhouse in 3772 Riverside Cswy",18.16766326,20.03736454,15.57407318,0.986699386,Dekalb
5721 Southland Dr,33.775177,-84.156127,5,4,"2,972","$275,000 ","5 bed, 4 bath townhouse in 5721 Southland Dr",19.24903184,24.22881679,22.41196659,0.655525473,Dekalb
2828 Cravey Dr NE,33.866067,-84.276386,5,4,"4,471","$699,000 ","5 bed, 4 bath townhouse in 2828 Cravey Dr NE",14.76732679,12.66928783,10.80921688,1.059401747,Dekalb
5655 Wellborn Creek Dr,33.724563,-84.155094,3,2.5,"1,646","$95,000 ","3 bed, 2.5 bath townhouse in 5655 Wellborn Creek Dr",19.13963008,25.92034233,22.85893149,0.649283672,Dekalb
1586 Rainier Falls Dr NE,33.810177,-84.324471,6,4,"2,922","$584,900 ","6 bed, 4 bath townhouse in 1586 Rainier Falls Dr NE",13.46906788,6.035632152,8.101242563,1.866194535,Dekalb
225 Rivermere Way,34.003662,-84.341415,5,5.5,"5,197","$1,350,000 ","5 bed, 5.5 bath townhouse in 225 Rivermere Way",19.60386924,17.94608609,19.17405964,0.768809443,Dekalb
2725 Briarlake Rd NE,33.846622,-84.278073,4,2.5,"2,419","$389,900 ","4 bed, 2.5 bath townhouse in 2725 Briarlake Rd NE",14.02635233,11.65812154,11.00306594,1.133629925,Dekalb
887 Palmer Rd,33.759616,-84.101663,3,2.5,"2,152","$152,500 ","3 bed, 2.5 bath townhouse in 887 Palmer Rd",23.28921097,29.43723528,28.73329255,0.538258182,Dekalb
1051 Forest West Ct,33.762851,-84.168751,3,2,"1,526","$105,000 ","3 bed, 2 bath townhouse in 1051 Forest West Ct",18.2324634,23.31594315,20.87948553,0.69174814,Dekalb
2604 Midway Rd,33.758387,-84.282701,5,4.5,"5,560","$1,000,000 ","5 bed, 4.5 bath townhouse in 2604 Midway Rd",12.70990996,10.73870514,10.27501877,1.389290348,Dekalb
9302 Fairington Ridge Cir,33.69717,-84.153419,3,2,"1,292","$47,000 ","3 bed, 2 bath townhouse in 9302 Fairington Ridge Cir",21.51248863,27.22079638,23.88376128,0.635844691,Dekalb
2517 Ellijay Dr NE,33.859494,-84.332533,4,4,"3,174","$860,000 ","4 bed, 4 bath townhouse in 2517 Ellijay Dr NE",15.06568744,9.476282788,8.703718636,1.592006343,Dekalb
2771 Rockdale Dr,33.707923,-84.305732,3,2,"2,134","$109,900 ","3 bed, 2 bath townhouse in 2771 Rockdale Dr",13.31492487,13.88876292,11.30540466,1.558757582,Dekalb
6909 Malvern Ct,33.630668,-84.116386,4,3.5,"1,524","$140,000 ","4 bed, 3.5 bath townhouse in 6909 Malvern Ct",29.23550781,33.66504756,30.65886785,0.530464998,Dekalb
1283 Fenway Cir,33.757053,-84.283119,4,4,"2,724","$605,000 ","4 bed, 4 bath townhouse in 1283 Fenway Cir",12.73150439,10.84969808,10.29440703,1.395986474,Dekalb
2246 Memorial Dr SE,33.747623,-84.31385,&nbsp;,&nbsp;,"1,432","$341,000 ","NA bed, NA bath townhouse in 2246 Memorial Dr SE",11.76340398,9.976553293,8.602237613,2.081419929,Dekalb
4578 Investors Ln,33.647377,-84.203041,4,3.5,"3,000","$450,000 ","4 bed, 3.5 bath townhouse in 4578 Investors Ln",22.26926725,25.65336501,21.06114386,0.734569996,Dekalb
4451 Equity Ct,33.649204,-84.206268,5,4,"3,843","$525,000 ","5 bed, 4 bath townhouse in 4451 Equity Ct",21.93005083,25.28384765,20.60076748,0.74662999,Dekalb
4450 Equity Ct,33.649696,-84.206779,5,4,"3,843","$498,000 ","5 bed, 4 bath townhouse in 4450 Equity Ct",21.85722819,25.21259984,20.51078435,0.748821947,Dekalb
4521 Revenue Trl,33.649753,-84.207908,5,4,"3,525","$395,000 ","5 bed, 4 bath townhouse in 4521 Revenue Trl",21.79329209,25.11977304,20.39403879,0.752450218,Dekalb
4550 Investors Ln,33.648079,-84.204384,5,4,"3,525","$325,000 ","5 bed, 4 bath townhouse in 4550 Investors Ln",22.13352389,25.50326441,20.87513206,0.739471642,Dekalb
4020 Arborwood Ln,33.843542,-84.224018,3,2.5,"1,797","$222,500 ","3 bed, 2.5 bath townhouse in 4020 Arborwood Ln",15.41120716,16.15051289,15.40745592,0.844941428,Dekalb
4521 Revenue Trl,33.649753,-84.207908,5,4,"3,525","$395,000 ","5 bed, 4 bath townhouse in 4521 Revenue Trl",21.79329209,25.11977304,20.39403879,0.752450218,Dekalb
801 Hemingway Rd,33.773132,-84.185278,3,2.5,"1,650","$98,000 ","3 bed, 2.5 bath townhouse in 801 Hemingway Rd",17.14907795,21.34317604,19.05218393,0.743440768,Dekalb
2749 Boulder Pointe Way,33.656001,-84.277578,4,2.5,"1,983","$150,000 ","4 bed, 2.5 bath townhouse in 2749 Boulder Pointe Way",15.63472957,19.69016206,15.72362328,1.068052778,Dekalb
776 Stonebridge Cres,33.773814,-84.085471,3,2.5,"1,612","$125,000 ","3 bed, 2.5 bath townhouse in 776 Stonebridge Cres",23.89231559,30.23579522,30.47391914,0.510618036,Dekalb
252 Creighton Ave,33.782257,-84.259811,2,1,"1,064","$59,000 ","2 bed, 1 bath townhouse in 252 Creighton Ave",13.53677915,12.11895725,10.77217002,1.131794169,Dekalb
3079 Belingham Dr NE,33.861522,-84.262947,5,4.5,"4,200","$768,900 ","5 bed, 4.5 bath townhouse in 3079 Belingham Dr NE",14.83873659,13.3560769,11.43989807,0.996406643,Dekalb
4085 Chestnut Ridge Dr,33.945007,-84.328316,5,3.5,"3,063","$549,900 ","5 bed, 3.5 bath townhouse in 4085 Chestnut Ridge Dr",17.3266881,12.33898389,12.86159473,0.961131202,Dekalb
3843 Riverside Pkwy,33.669544,-84.26329,3,2.5,"1,276","$112,000 ","3 bed, 2.5 bath townhouse in 3843 Riverside Pkwy",17.90525915,19.61354052,15.41165913,1.024857754,Dekalb
10 Cliffside Xing,33.98336,-84.366287,5,4.5,"4,589","$599,000 ","5 bed, 4.5 bath townhouse in 10 Cliffside Xing",19.66923516,16.65013136,17.5667125,0.862505966,Dekalb
2412 Marsh Rabbit Bnd,33.723972,-84.201576,3,2.5,"2,000","$165,000 ","3 bed, 2.5 bath townhouse in 2412 Marsh Rabbit Bnd",17.57506128,21.51268265,16.60577993,0.796366874,Dekalb
1736 Tilling Way,33.833181,-84.156357,8,5,"3,737","$435,000 ","8 bed, 5 bath townhouse in 1736 Tilling Way",18.50862459,23.41768708,22.79909211,0.637730571,Dekalb
7730 Dunvegan Close,33.967205,-84.294914,5,4.5,"4,681","$499,900 ","5 bed, 4.5 bath townhouse in 7730 Dunvegan Close",18.73990069,15.82046848,13.25993834,0.801037001,Dekalb
2773 McAfee Rd,33.73148,-84.276511,3,1,"1,748","$117,000 ","3 bed, 1 bath townhouse in 2773 McAfee Rd",13.15142882,13.88479067,11.05727832,1.287039049,Dekalb
5222 Davantry Dr,33.950763,-84.297721,4,2,"2,232","$347,000 ","4 bed, 2 bath townhouse in 5222 Davantry Dr",15.96355224,13.62918336,12.11429919,0.857666892,Dekalb
512 Chanterelle Dr,33.783773,-84.139096,5,2.5,"2,272","$135,000 ","5 bed, 2.5 bath townhouse in 512 Chanterelle Dr",19.98175193,25.61577518,24.38238983,0.61238368,Dekalb
3624 Woodstream Cir NE,33.89739,-84.320203,3,2,"1,777","$349,000 ","3 bed, 2 bath townhouse in 3624 Woodstream Cir NE",16.05001501,10.43881055,10.25789621,1.182087547,Dekalb
4494 Investors Ln,33.647762,-84.206344,4,3.5,"4,200","$499,000 ","4 bed, 3.5 bath townhouse in 4494 Investors Ln",22.06007067,25.36828766,20.70753563,0.745125476,Dekalb
3431 Hildon Rd,33.891224,-84.315178,5,3.5,"3,600","$750,000 ","5 bed, 3.5 bath townhouse in 3431 Hildon Rd",15.81816064,10.73575423,10.13430424,1.188793581,Dekalb
4559 Revenue Trl,33.648269,-84.207435,5,4.5,"4,400","$535,000 ","5 bed, 4.5 bath townhouse in 4559 Revenue Trl",21.95648372,25.25044405,20.5605997,0.749141592,Dekalb
1295 Renee Dr,33.755571,-84.231471,3,2,"1,613","$115,000 ","3 bed, 2 bath townhouse in 1295 Renee Dr",14.07545245,16.91436994,12.97390427,0.947746781,Dekalb
2130 Silver Hill Rd,33.836804,-84.153595,4,4,"4,870","$400,000 ","4 bed, 4 bath townhouse in 2130 Silver Hill Rd",18.79693095,23.6509705,23.15087246,0.629283956,Dekalb
5349 Terrytown Ln,33.650012,-84.171379,3,2,"1,288","$99,000 ","3 bed, 2 bath townhouse in 5349 Terrytown Ln",23.89960784,28.06762013,24.10032808,0.651341538,Dekalb
662 Mountain Oaks Pkwy,33.780383,-84.109883,4,2.5,"2,962","$196,900 ","4 bed, 2.5 bath townhouse in 662 Mountain Oaks Pkwy",21.58903581,28.16702965,27.70467708,0.552264485,Dekalb
685 Bittersweet Trl,33.970901,-84.296714,5,4.5,"4,281","$625,000 ","5 bed, 4.5 bath townhouse in 685 Bittersweet Trl",18.9380663,16.09200455,13.99039254,0.794369796,Dekalb
1971 Fairgreen Dr,33.84069,-84.173301,5,5,"4,766","$645,000 ","5 bed, 5 bath townhouse in 1971 Fairgreen Dr",18.5831176,21.83245811,21.01532548,0.67698554,Dekalb
3728 Upton Ct,33.630317,-84.267624,3,2.5,"2,338","$189,000 ","3 bed, 2.5 bath townhouse in 3728 Upton Ct",20.30765018,22.23209323,18.04202561,0.939256098,Dekalb
5072 Buford Hwy NE,33.89069,-84.285835,&nbsp;,&nbsp;,"1,219","$895,000 ","NA bed, NA bath townhouse in 5072 Buford Hwy NE",15.81918042,12.62207155,8.296480455,1.025626621,Dekalb
2525 E Tupelo St SE,33.74804,-84.287294,4,2.5,"2,460","$239,900 ","4 bed, 2.5 bath townhouse in 2525 E Tupelo St SE",12.90087077,11.46741095,10.44817089,1.46449671,Dekalb
1501 Clairmont Rd,33.798284,-84.305854,1,1,814,"$120,900 ","1 bed, 1 bath townhouse in 1501 Clairmont Rd",13.14347814,6.063464599,8.86664813,1.615684131,Dekalb
3640 Clubhouse Cir E,33.764004,-84.249713,&nbsp;,&nbsp;,"6,447","$699,000 ","NA bed, NA bath townhouse in 3640 Clubhouse Cir E",13.93069236,14.37659135,11.53644559,1.064434362,Dekalb
3761 Bouldercrest Rd,33.657312,-84.287896,&nbsp;,&nbsp;,"1,536","$130,000 ","NA bed, NA bath townhouse in 3761 Bouldercrest Rd",17.19956233,18.9738901,15.11992524,1.136689264,Dekalb
5301 Kanawha Ct,33.838152,-84.172606,5,4,"4,659","$334,000 ","5 bed, 4 bath townhouse in 5301 Kanawha Ct",18.52553962,21.89367854,21.06060579,0.676744345,Dekalb
3782 Kensingwood Trce,33.76712,-84.235886,3,2,"1,496","$40,000 ","3 bed, 2 bath townhouse in 3782 Kensingwood Trce",14.64360198,15.86920694,13.08155087,0.972862658,Dekalb
4920 Longview Run,33.707569,-84.188423,5,3,"2,392","$192,900 ","5 bed, 3 bath townhouse in 4920 Longview Run",18.83871819,23.54741575,18.95008554,0.740392082,Dekalb
3956 Gretna Green Dr,33.743629,-84.227753,4,2,"1,550","$74,900 ","4 bed, 2 bath townhouse in 3956 Gretna Green Dr",14.15655125,17.90684988,13.47871768,0.924608812,Dekalb
1583 San Gabriel Ave,33.746515,-84.269584,3,1,989,"$138,000 ","3 bed, 1 bath townhouse in 1583 San Gabriel Ave",12.62955319,13.28018794,9.126241051,1.232348014,Dekalb
4864 Brookstone Pkwy,33.63384,-84.23415,3,1.5,"1,406","$89,000 ","3 bed, 1.5 bath townhouse in 4864 Brookstone Pkwy",21.85605808,24.20275275,19.6595186,0.816465854,Dekalb
6176 Creekford Dr,33.719468,-84.136554,3,2,"1,134","$101,000 ","3 bed, 2 bath townhouse in 6176 Creekford Dr",21.88484896,27.80485564,25.26022866,0.603712444,Dekalb
775 Aberdeen Dr,33.792602,-84.196179,4,2,"1,408","$141,900 ","4 bed, 2 bath townhouse in 775 Aberdeen Dr",15.90988506,19.70102288,18.05547589,0.777058994,Dekalb
837 Needle Rock Dr,33.802258,-84.181775,3,2,"1,086","$139,000 ","3 bed, 2 bath townhouse in 837 Needle Rock Dr",17.13513418,21.13466412,19.70312137,0.723355707,Dekalb
4412 Rustic Wood Dr,33.751647,-84.209273,3,2.5,"2,182","$134,900 ","3 bed, 2.5 bath townhouse in 4412 Rustic Wood Dr",16.27406186,19.50399976,16.08461733,0.836914329,Dekalb
1248 W Ridge Ave,33.813778,-84.178978,3,1,"1,082","$108,000 ","3 bed, 1 bath townhouse in 1248 W Ridge Ave",17.15615885,21.31194407,20.10827323,0.709229429,Dekalb
1978 N Ridgeway Rd NE,33.840957,-84.30323,5,3,"3,260","$499,000 ","5 bed, 3 bath townhouse in 1978 N Ridgeway Rd NE",13.85748169,9.584977388,9.123945384,1.372599777,Dekalb
25 Court S,33.63149,-84.213221,2,3.5,"1,528","$115,000 ","2 bed, 3.5 bath townhouse in 25 Court S",23.09223127,25.88867794,21.38149601,0.744957754,Dekalb
4527 Shady Leaf Ln,33.6842,-84.203258,3,2,"1,638","$115,000 ","3 bed, 2 bath townhouse in 4527 Shady Leaf Ln",18.83767013,23.44015069,18.39907143,0.774217943,Dekalb
5019 Springtree Ct,33.676413,-84.1834,5,2,"1,252","$120,000 ","5 bed, 2 bath townhouse in 5019 Springtree Ct",19.63064899,25.59466312,21.30567745,0.703912459,Dekalb
1134 Ashton Trce NE,33.873014,-84.342616,3,2.5,"2,214","$549,000 ","3 bed, 2.5 bath townhouse in 1134 Ashton Trce NE",16.00175634,9.726954763,8.776277551,1.575949195,Dekalb
7495 Covington Hwy,33.707555,-84.116111,&nbsp;,&nbsp;,"2,064","$99,900 ","NA bed, NA bath townhouse in 7495 Covington Hwy",19.74060297,30.07544344,27.9122809,0.559016541,Dekalb
3812 Abby Ct,33.954581,-84.268025,4,3,"1,844","$279,900 ","4 bed, 3 bath townhouse in 3812 Abby Ct",19.11274488,16.94031982,14.46178214,0.77177855,Dekalb
179 Pinecrest Ave,33.780189,-84.287353,5,3,"2,681","$650,000 ","5 bed, 3 bath townhouse in 179 Pinecrest Ave",12.41884033,7.113012662,9.731086344,1.416382999,Dekalb
1396 Carolyn Dr NE,33.821102,-84.327904,5,4.5,"3,878","$979,000 ","5 bed, 4.5 bath townhouse in 1396 Carolyn Dr NE",12.71418794,6.84638671,7.236677235,1.849144422,Dekalb
305 the Clfs,33.985427,-84.373825,6,9,"8,577","$1,850,000 ","6 bed, 9 bath townhouse in 305 the Clfs",19.84881098,16.99287004,17.97078983,0.8604449,Dekalb
1451 Holly Bank Cir,33.960026,-84.333155,4,2.5,"2,425","$525,000 ","4 bed, 2.5 bath townhouse in 1451 Holly Bank Cir",17.06859484,14.05531286,14.50613473,0.908193913,Dekalb
6226 Creekford Dr,33.719497,-84.13481,3,2,"1,134","$74,500 ","3 bed, 2 bath townhouse in 6226 Creekford Dr",22.01386431,27.95978106,25.46674729,0.599871181,Dekalb
